"�..OBJECTNUMMER";"SELECTIE";"Besluitnummer";"Status";"Omschrijving";"WKT_LNG_LAT";"WKT_LAT_LNG";"LNG";"LAT";"X"
2976;"BLAUWOPEN";"3. D";"RECTIF";"Snorfiets toegestaan op rijbaan: Molenaarsweg, tussen Noordkaperweg en Lange Vonder";"LINESTRING(4.8883185 52.4216171,4.8884846 52.4211765,4.8885226 52.4207160,4.8885178 52.4206218,4.8884490 52.4205562,4.8882686 52.4204838,4.8880527 52.4204274)";"LINESTRING(52.4216171 4.8883185,52.4211765 4.8884846,52.4207160 4.8885226,52.4206218 4.8885178,52.4205562 4.8884490,52.4204838 4.8882686,52.4204274 4.8880527)";4.88829265;52.42101525;NA
3000;"ROOD";"1. Noord 5 - I1";"OK";"Buikslotermeerplein, tussen het fietspad van Loenermark en huisnummer 101, in beide richtingen";"LINESTRING(4.9332973 52.4006355,4.9336018 52.4005079)";"LINESTRING(52.4006355 4.9332973,52.4005079 4.9336018)";4.93345455;52.4005647;NA
3022;"ROOD";"1. Noord 8 - D";"OK";"Hilversumstraat, tussen Gooiluststraat en IJdoornlaan, in beide richtingen";"LINESTRING(4.9588214 52.3899566,4.9587000 52.3899243,4.9585759 52.3898903)";"LINESTRING(52.3899566 4.9588214,52.3899243 4.9587000,52.3898903 4.9585759)";4.95870365;52.38991645;NA
3024;"ROOD";"1. Oost 2 - NN";"OK";"Tussen Rudolf Dieselstraat en Ringdijk, in beide richtingen ";"LINESTRING(4.9209460 52.3515304,4.9208373 52.3515992)";"LINESTRING(52.3515304 4.9209460,52.3515992 4.9208373)";4.92089665;52.3515578;NA
3033;"ROOD";"1. Noord 1 - D";"OK";"Stellingweg, tussen Platenwagenweg en Kermispad, in beide richtingen";"LINESTRING(4.8861375 52.4169637,4.8858907 52.4173244,4.8857151 52.4174847)";"LINESTRING(52.4169637 4.8861375,52.4173244 4.8858907,52.4174847 4.8857151)";4.8859313;52.4172172;NA
3034;"ROOD";"1. Noord 2 - H3";"OK";"Werktuigstraat, ter hoogte van IJzerwerkstraat";"LINESTRING(4.8949191 52.4089256,4.8949016 52.4089019,4.8948922 52.4088870,4.8948849 52.4088479)";"LINESTRING(52.4089256 4.8949191,52.4089019 4.8949016,52.4088870 4.8948922,52.4088479 4.8948849)";4.894907;52.40887975;NA
3035;"BLAUW";"1. Oost 1 - D";"OK";"J.F. van Hengelstraat, weerszijden";"LINESTRING(4.9399896 52.3739647,4.9399816 52.3739303,4.9399710 52.3738991,4.9399476 52.3738657,4.9399090 52.3738313,4.9398678 52.3738033,4.9398105 52.3737757,4.9397402 52.3737537,4.9396673 52.3737404,4.9391863 52.3736989,4.9386122 52.3736444)";"LINESTRING(52.3739647 4.9399896,52.3739303 4.9399816,52.3738991 4.9399710,52.3738657 4.9399476,52.3738313 4.9399090,52.3738033 4.9398678,52.3737757 4.9398105,52.3737537 4.9397402,52.3737404 4.9396673,52.3736989 4.9391863,52.3736444 4.9386122)";4.9393059;52.37379755;NA
3036;"BLAUW";"1. Oost 1 - D";"OK";"J.F. van Hengelstraat, weerszijden";"LINESTRING(4.9386252 52.3734615,4.9400955 52.3736270,4.9401510 52.3736358,4.9401992 52.3736475,4.9402432 52.3736646,4.9402846 52.3736857,4.9403307 52.3737175,4.9403564 52.3737453,4.9403821 52.3737829)";"LINESTRING(52.3734615 4.9386252,52.3736270 4.9400955,52.3736358 4.9401510,52.3736475 4.9401992,52.3736646 4.9402432,52.3736857 4.9402846,52.3737175 4.9403307,52.3737453 4.9403564,52.3737829 4.9403821)";4.93950865;52.3736152;NA
3037;"ROOD";"1. Oost 1 - H";"OK";"Tussen Bogortuin en Seranggracht, in beide richtingen";"LINESTRING(4.9330608 52.3780339,4.9338299 52.3778693)";"LINESTRING(52.3780339 4.9330608,52.3778693 4.9338299)";4.93345035;52.3779446;NA
3038;"ROOD";"1. Oost 1 - G";"OK";"Bogortuin, in beide richtingen";"LINESTRING(4.9338320 52.3778689,4.9340814 52.3778079,4.9342571 52.3777465,4.9345300 52.3776241,4.9347459 52.3775255,4.9348713 52.3774714,4.9350410 52.3774109,4.9352173 52.3773634,4.9353977 52.3773274,4.9355747 52.3772901,4.9357022 52.3772782,4.9371452 52.3771992)";"LINESTRING(52.3778689 4.9338320,52.3778079 4.9340814,52.3777465 4.9342571,52.3776241 4.9345300,52.3775255 4.9347459,52.3774714 4.9348713,52.3774109 4.9350410,52.3773634 4.9352173,52.3773274 4.9353977,52.3772901 4.9355747,52.3772782 4.9357022,52.3771992 4.9371452)";4.9354936;52.37752705;NA
3039;"ROOD";"1. Oost 1 - I";"OK";"Tussen Seranggracht en Majanggracht, in beide richtingen";"LINESTRING(4.9301507 52.3785635,4.9308250 52.3784556,4.9314925 52.3783386,4.9321513 52.3782155,4.9328088 52.3780866)";"LINESTRING(52.3785635 4.9301507,52.3784556 4.9308250,52.3783386 4.9314925,52.3782155 4.9321513,52.3780866 4.9328088)";4.93148475;52.37831805;NA
3040;"ROOD";"1. Oost 1 - J";"OK";"Taman Sapituin, in beide richtingen";"LINESTRING(4.9275819 52.3789253,4.9276278 52.3789168,4.9277871 52.3788999,4.9282762 52.3788374,4.9288170 52.3787638,4.9293605 52.3786869,4.9298960 52.3786052)";"LINESTRING(52.3789253 4.9275819,52.3789168 4.9276278,52.3788999 4.9277871,52.3788374 4.9282762,52.3787638 4.9288170,52.3786869 4.9293605,52.3786052 4.9298960)";4.92874395;52.37875825;NA
3041;"ROOD";"1. Oost 1 - K";"OK";"Imogirituin, in beide richtingen";"LINESTRING(4.9273226 52.3789700,4.9263788 52.3791366,4.9254283 52.3793008)";"LINESTRING(52.3789700 4.9273226,52.3791366 4.9263788,52.3793008 4.9254283)";4.92638045;52.3791284;NA
3042;"BLAUW";"1. Oost 3 - A2";"OK";"Insulindeweg, oneven zijde, tussen Zeeburgerdijk en Sumatrastraat";"LINESTRING(4.9395350 52.3617761,4.9394796 52.3617496,4.9388757 52.3616634,4.9385221 52.3616036,4.9384714 52.3615864,4.9384153 52.3615594,4.9383579 52.3615397,4.9383112 52.3615332,4.9367163 52.3613080,4.9364372 52.3612797)";"LINESTRING(52.3617761 4.9395350,52.3617496 4.9394796,52.3616634 4.9388757,52.3616036 4.9385221,52.3615864 4.9384714,52.3615594 4.9384153,52.3615397 4.9383579,52.3615332 4.9383112,52.3613080 4.9367163,52.3612797 4.9364372)";4.9379911;52.3615209;NA
3043;"BLAUW";"1. Oost 3 - A1";"OK";"Insulindeweg, even zijde, tussen Sumatrastraat en Semarangstraat";"LINESTRING(4.9365081 52.3611090,4.9383629 52.3613686,4.9384564 52.3613743,4.9386438 52.3613686,4.9389394 52.3614026,4.9395970 52.3614922,4.9396618 52.3614824)";"LINESTRING(52.3611090 4.9365081,52.3613686 4.9383629,52.3613743 4.9384564,52.3613686 4.9386438,52.3614026 4.9389394,52.3614922 4.9395970,52.3614824 4.9396618)";4.93808995;52.3612936;NA
3044;"BLAUW";"1. Oost 3 - G";"OK";"Molukkenstraat, weerszijden";"LINESTRING(4.9391211 52.3560055,4.9394088 52.3561955,4.9395362 52.3562815,4.9395852 52.3563237,4.9398292 52.3565408,4.9401417 52.3568221,4.9403711 52.3570265,4.9405984 52.3572341,4.9408062 52.3574581,4.9408357 52.3574929,4.9408478 52.3575253,4.9408746 52.3576191,4.9409082 52.3577378,4.9409202 52.3578517,4.9409108 52.3579459,4.9408941 52.3580508,4.9408565 52.3581663)";"LINESTRING(52.3560055 4.9391211,52.3561955 4.9394088,52.3562815 4.9395362,52.3563237 4.9395852,52.3565408 4.9398292,52.3568221 4.9401417,52.3570265 4.9403711,52.3572341 4.9405984,52.3574581 4.9408062,52.3574929 4.9408357,52.3575253 4.9408478,52.3576191 4.9408746,52.3577378 4.9409082,52.3578517 4.9409202,52.3579459 4.9409108,52.3580508 4.9408941,52.3581663 4.9408565)";4.94002565;52.3570789;NA
3045;"BLAUW";"1. Oost 3 - G";"OK";"Molukkenstraat, weerszijden";"LINESTRING(4.9413057 52.3578991,4.9412766 52.3578745,4.9412528 52.3578387,4.9412401 52.3577793,4.9412106 52.3576602,4.9411871 52.3576016,4.9411301 52.3574861,4.9410879 52.3574247,4.9410329 52.3573493,4.9409450 52.3572560,4.9408706 52.3571863,4.9407868 52.3571270,4.9407043 52.3570819,4.9406601 52.3570627,4.9406279 52.3570369,4.9405541 52.3569738,4.9400572 52.3565327,4.9397495 52.3562567,4.9396348 52.3561527,4.9395570 52.3560867,4.9395376 52.3560630,4.9395241 52.3560433,4.9395141 52.3560044,4.9395136 52.3559760)";"LINESTRING(52.3578991 4.9413057,52.3578745 4.9412766,52.3578387 4.9412528,52.3577793 4.9412401,52.3576602 4.9412106,52.3576016 4.9411871,52.3574861 4.9411301,52.3574247 4.9410879,52.3573493 4.9410329,52.3572560 4.9409450,52.3571863 4.9408706,52.3571270 4.9407868,52.3570819 4.9407043,52.3570627 4.9406601,52.3570369 4.9406279,52.3569738 4.9405541,52.3565327 4.9400572,52.3562567 4.9397495,52.3561527 4.9396348,52.3560867 4.9395570,52.3560630 4.9395376,52.3560433 4.9395241,52.3560044 4.9395141,52.3559760 4.9395136)";4.94041465;52.35693055;NA
3046;"BLAUW";"1. Oost 5 - A";"OK";"Galileiplantsoen, weerszijden ";"LINESTRING(4.9411823 52.3545659,4.9411431 52.3545081,4.9411042 52.3544761,4.9409748 52.3543987,4.9408273 52.3543090,4.9407173 52.3542456,4.9405530 52.3541489,4.9403586 52.3540338,4.9402077 52.3539449,4.9401265 52.3538982,4.9400950 52.3538786,4.9400461 52.3538593,4.9400045 52.3538413,4.9399448 52.3538077,4.9398100 52.3537266,4.9396873 52.3536541,4.9396075 52.3536091,4.9395264 52.3535579,4.9393983 52.3534870,4.9391918 52.3533646,4.9389893 52.3532421,4.9387331 52.3530906,4.9387077 52.3530742,4.9386674 52.3530410,4.9386238 52.3530115,4.9385534 52.3529689,4.9383992 52.3528797,4.9381397 52.3527228,4.9379714 52.3526233,4.9377649 52.3524992,4.9374980 52.3523435,4.9373364 52.3522497,4.9372418 52.3521887,4.9371265 52.3521207)";"LINESTRING(52.3545659 4.9411823,52.3545081 4.9411431,52.3544761 4.9411042,52.3543987 4.9409748,52.3543090 4.9408273,52.3542456 4.9407173,52.3541489 4.9405530,52.3540338 4.9403586,52.3539449 4.9402077,52.3538982 4.9401265,52.3538786 4.9400950,52.3538593 4.9400461,52.3538413 4.9400045,52.3538077 4.9399448,52.3537266 4.9398100,52.3536541 4.9396873,52.3536091 4.9396075,52.3535579 4.9395264,52.3534870 4.9393983,52.3533646 4.9391918,52.3532421 4.9389893,52.3530906 4.9387331,52.3530742 4.9387077,52.3530410 4.9386674,52.3530115 4.9386238,52.3529689 4.9385534,52.3528797 4.9383992,52.3527228 4.9381397,52.3526233 4.9379714,52.3524992 4.9377649,52.3523435 4.9374980,52.3522497 4.9373364,52.3521887 4.9372418,52.3521207 4.9371265)";4.9391594;52.3533363;NA
3047;"BLAUW";"1. Oost 5 - A";"OK";"Galileiplantsoen, weerszijden ";"LINESTRING(4.9372875 52.3520382,4.9373679 52.3520783,4.9374524 52.3521254,4.9378507 52.3523626,4.9382785 52.3526124,4.9389008 52.3529818,4.9391127 52.3531055,4.9392388 52.3531850,4.9393266 52.3532349,4.9396988 52.3534504,4.9400971 52.3536887,4.9405651 52.3539631,4.9409393 52.3541835,4.9410707 52.3542629,4.9413671 52.3544382,4.9414596 52.3544923,4.9415159 52.3545255,4.9415327 52.3545427,4.9415451 52.3545609,4.9415534 52.3545826)";"LINESTRING(52.3520382 4.9372875,52.3520783 4.9373679,52.3521254 4.9374524,52.3523626 4.9378507,52.3526124 4.9382785,52.3529818 4.9389008,52.3531055 4.9391127,52.3531850 4.9392388,52.3532349 4.9393266,52.3534504 4.9396988,52.3536887 4.9400971,52.3539631 4.9405651,52.3541835 4.9409393,52.3542629 4.9410707,52.3544382 4.9413671,52.3544923 4.9414596,52.3545255 4.9415159,52.3545427 4.9415327,52.3545609 4.9415451,52.3545826 4.9415534)";4.93942545;52.3533034;NA
3048;"BLAUW";"1. Oost 2 - R";"OK";"Middenweg, weerszijden, tussen Linnaeuskade en Wethouder Frankeweg";"LINESTRING(4.9307451 52.3538957,4.9307022 52.3538904,4.9306680 52.3538744,4.9306217 52.3538515,4.9305795 52.3538503,4.9305359 52.3538564,4.9303991 52.3539420,4.9298928 52.3542668,4.9294871 52.3545289,4.9291901 52.3547197,4.9288763 52.3549188,4.9286261 52.3550806,4.9285899 52.3551809)";"LINESTRING(52.3538957 4.9307451,52.3538904 4.9307022,52.3538744 4.9306680,52.3538515 4.9306217,52.3538503 4.9305795,52.3538564 4.9305359,52.3539420 4.9303991,52.3542668 4.9298928,52.3545289 4.9294871,52.3547197 4.9291901,52.3549188 4.9288763,52.3550806 4.9286261,52.3551809 4.9285899)";4.9296725;52.3545086;NA
3049;"ROOD";"1. Oost 2 - Z";"OK";"`s Gravesandeplein, weerszijden";"LINESTRING(4.9150700 52.3586910,4.9151539 52.3587184,4.9152273 52.3587539,4.9152749 52.3587883,4.9153440 52.3588505,4.9154721 52.3589746,4.9155029 52.3590000,4.9155344 52.3590184,4.9155720 52.3590344,4.9156196 52.3590503,4.9161346 52.3591793,4.9163311 52.3592277,4.9163679 52.3592326,4.9163988 52.3592330,4.9164249 52.3592330,4.9164558 52.3592273,4.9164846 52.3592203,4.9165114 52.3592105,4.9165384 52.3591919)";"LINESTRING(52.3586910 4.9150700,52.3587184 4.9151539,52.3587539 4.9152273,52.3587883 4.9152749,52.3588505 4.9153440,52.3589746 4.9154721,52.3590000 4.9155029,52.3590184 4.9155344,52.3590344 4.9155720,52.3590503 4.9156196,52.3591793 4.9161346,52.3592277 4.9163311,52.3592326 4.9163679,52.3592330 4.9163988,52.3592330 4.9164249,52.3592273 4.9164558,52.3592203 4.9164846,52.3592105 4.9165114,52.3591919 4.9165384)";4.9158092;52.358955;NA
3050;"BLAUW";"1. Oost 2 - AA";"OK";"Beukenweg, weerszijden";"LINESTRING(4.9173532 52.3579551,4.9173762 52.3579326,4.9174795 52.3578007,4.9176802 52.3575261)";"LINESTRING(52.3579551 4.9173532,52.3579326 4.9173762,52.3578007 4.9174795,52.3575261 4.9176802)";4.9175217;52.3577336;NA
3051;"BLAUW";"1. Oost 2 - AA";"OK";"Beukenweg, weerszijden";"LINESTRING(4.9182945 52.3566921,4.9184862 52.3564317,4.9185198 52.3563809,4.9185560 52.3563072,4.9185801 52.3562646,4.9187612 52.3560303,4.9188228 52.3559435,4.9188825 52.3558964)";"LINESTRING(52.3566921 4.9182945,52.3564317 4.9184862,52.3563809 4.9185198,52.3563072 4.9185560,52.3562646 4.9185801,52.3560303 4.9187612,52.3559435 4.9188228,52.3558964 4.9188825)";4.9185935;52.35628725;NA
3052;"BLAUW";"1. Oost 2 - BB";"OK";"Beukenplein, weerszijden";"LINESTRING(4.9184862 52.3567396,4.9178693 52.3575808)";"LINESTRING(52.3567396 4.9184862,52.3575808 4.9178693)";4.91818275;52.3571532;NA
3053;"BLAUW";"1. Oost 2 - BB";"OK";"Beukenplein, weerszijden";"LINESTRING(4.9182945 52.3566921,4.9176802 52.3575261)";"LINESTRING(52.3566921 4.9182945,52.3575261 4.9176802)";4.91799235;52.3571021;NA
3054;"BLAUW";"1. Oost 2 - DD";"OK";"Maritzstraat, weerszijden";"LINESTRING(4.9195645 52.3553203,4.9199146 52.3548958,4.9199702 52.3548327,4.9200105 52.3547877)";"LINESTRING(52.3553203 4.9195645,52.3548958 4.9199146,52.3548327 4.9199702,52.3547877 4.9200105)";4.9197925;52.355047;NA
3055;"BLAUW";"1. Oost 2 - CC";"OK";"De brug tussen Beukenweg en Maritzstraat, weerszijden";"LINESTRING(4.9188825 52.3558964,4.9189724 52.3558152,4.9193097 52.3553679,4.9193935 52.3552622)";"LINESTRING(52.3558964 4.9188825,52.3558152 4.9189724,52.3553679 4.9193097,52.3552622 4.9193935)";4.919143;52.3555723;NA
3056;"BLAUW";"1. Oost 2 - CC";"OK";"De brug tussen Beukenweg en Maritzstraat, weerszijden";"LINESTRING(4.9190856 52.3559464,4.9191333 52.3558533,4.9193151 52.3556169,4.9194391 52.3554727,4.9195645 52.3553203)";"LINESTRING(52.3559464 4.9190856,52.3558533 4.9191333,52.3556169 4.9193151,52.3554727 4.9194391,52.3553203 4.9195645)";4.91933005;52.35562635;NA
3057;"BLAUW";"1. Oost 2 - EE";"OK";"Krugerplein, weerszijden";"LINESTRING(4.9200573 52.3534844,4.9200419 52.3535000,4.9200171 52.3535278,4.9200063 52.3535487,4.9200037 52.3535704,4.9200097 52.3535901,4.9200318 52.3536249,4.9200747 52.3536818,4.9201069 52.3537256,4.9201666 52.3538112,4.9201914 52.3538612,4.9202023 52.3539035,4.9202023 52.3539371,4.9201969 52.3539706,4.9201849 52.3540227,4.9201601 52.3541255,4.9201520 52.3541635,4.9201373 52.3541832,4.9201091 52.3541955,4.9200736 52.3542000,4.9200380 52.3541939,4.9200025 52.3541848,4.9197832 52.3541144,4.9197188 52.3540935,4.9196752 52.3540693,4.9196397 52.3540411,4.9195894 52.3539850,4.9194251 52.3537962,4.9193641 52.3537290)";"LINESTRING(52.3534844 4.9200573,52.3535000 4.9200419,52.3535278 4.9200171,52.3535487 4.9200063,52.3535704 4.9200037,52.3535901 4.9200097,52.3536249 4.9200318,52.3536818 4.9200747,52.3537256 4.9201069,52.3538112 4.9201666,52.3538612 4.9201914,52.3539035 4.9202023,52.3539371 4.9202023,52.3539706 4.9201969,52.3540227 4.9201849,52.3541255 4.9201601,52.3541635 4.9201520,52.3541832 4.9201373,52.3541955 4.9201091,52.3542000 4.9200736,52.3541939 4.9200380,52.3541848 4.9200025,52.3541144 4.9197832,52.3540935 4.9197188,52.3540693 4.9196752,52.3540411 4.9196397,52.3539850 4.9195894,52.3537962 4.9194251,52.3537290 4.9193641)";4.9197882;52.3538352;NA
3058;"BLAUW";"1. Oost 2 - EE";"OK";"Krugerplein, weerszijden";"LINESTRING(4.9202464 52.3535651,4.9202384 52.3535720,4.9202370 52.3535823,4.9202417 52.3535958,4.9202558 52.3536126,4.9202799 52.3536413,4.9203088 52.3536753,4.9203510 52.3537228,4.9204020 52.3537862,4.9204228 52.3538264,4.9204389 52.3538886,4.9204422 52.3539349,4.9204315 52.3539824,4.9204073 52.3540934,4.9203825 52.3541864,4.9203550 52.3542875,4.9203275 52.3543707,4.9203000 52.3544247,4.9202699 52.3544678,4.9201726 52.3545869,4.9201002 52.3546766,4.9200105 52.3547877)";"LINESTRING(52.3535651 4.9202464,52.3535720 4.9202384,52.3535823 4.9202370,52.3535958 4.9202417,52.3536126 4.9202558,52.3536413 4.9202799,52.3536753 4.9203088,52.3537228 4.9203510,52.3537862 4.9204020,52.3538264 4.9204228,52.3538886 4.9204389,52.3539349 4.9204422,52.3539824 4.9204315,52.3540934 4.9204073,52.3541864 4.9203825,52.3542875 4.9203550,52.3543707 4.9203275,52.3544247 4.9203000,52.3544678 4.9202699,52.3545869 4.9201726,52.3546766 4.9201002,52.3547877 4.9200105)";4.92023135;52.3541694;NA
3059;"BLAUW";"1. Oost 2 - GG";"OK";"Schalk Burgerstraat, weerszijden";"LINESTRING(4.9214571 52.3523715,4.9212556 52.3525261,4.9210219 52.3527200,4.9206317 52.3530419,4.9203185 52.3532999,4.9202019 52.3533974,4.9201650 52.3534252,4.9201127 52.3534523,4.9200573 52.3534844)";"LINESTRING(52.3523715 4.9214571,52.3525261 4.9212556,52.3527200 4.9210219,52.3530419 4.9206317,52.3532999 4.9203185,52.3533974 4.9202019,52.3534252 4.9201650,52.3534523 4.9201127,52.3534844 4.9200573)";4.9207622;52.35292095;NA
3060;"BLAUW";"1. Oost 2 - GG";"OK";"Schalk Burgerstraat, weerszijden";"LINESTRING(4.9202464 52.3535651,4.9202931 52.3535282,4.9206753 52.3532071,4.9211340 52.3528287,4.9214847 52.3525412,4.9215996 52.3524361)";"LINESTRING(52.3535651 4.9202464,52.3535282 4.9202931,52.3532071 4.9206753,52.3528287 4.9211340,52.3525412 4.9214847,52.3524361 4.9215996)";4.920928;52.3529936;NA
3061;"BLAUW";"1. Oost 2 - PP";"OK";"Schollenbrugstraat, zuidzijde, in beide richtingen";"LINESTRING(4.9131358 52.3487690,4.9135596 52.3489598,4.9137105 52.3490254,4.9138305 52.3490762,4.9138748 52.3490868,4.9139579 52.3490983,4.9140209 52.3491106,4.9140692 52.3491302,4.9141638 52.3491724,4.9144525 52.3493047,4.9146248 52.3493813,4.9147301 52.3494476,4.9147697 52.3494705)";"LINESTRING(52.3487690 4.9131358,52.3489598 4.9135596,52.3490254 4.9137105,52.3490762 4.9138305,52.3490868 4.9138748,52.3490983 4.9139579,52.3491106 4.9140209,52.3491302 4.9140692,52.3491724 4.9141638,52.3493047 4.9144525,52.3493813 4.9146248,52.3494476 4.9147301,52.3494705 4.9147697)";4.91395775;52.34911275;NA
3063;"ROOD";"1. Oost 5 - F";"OK";"Tussen Middenweg en Teslastraat, in beide richtingen";"LINESTRING(4.9417895 52.3468817,4.9418954 52.3469431,4.9419209 52.3469882,4.9419504 52.3470267,4.9420899 52.3471152,4.9421261 52.3471496,4.9421315 52.3471815,4.9421073 52.3472143,4.9420537 52.3472536,4.9419933 52.3472888,4.9419196 52.3473347,4.9418860 52.3473667,4.9418793 52.3473904,4.9418740 52.3474273)";"LINESTRING(52.3468817 4.9417895,52.3469431 4.9418954,52.3469882 4.9419209,52.3470267 4.9419504,52.3471152 4.9420899,52.3471496 4.9421261,52.3471815 4.9421315,52.3472143 4.9421073,52.3472536 4.9420537,52.3472888 4.9419933,52.3473347 4.9419196,52.3473667 4.9418860,52.3473904 4.9418793,52.3474273 4.9418740)";4.9419655;52.3471475;NA
3064;"ROOD";"1. Oost 5 - G";"OK";"Tussen Kruislaan en Hertzstraat, in beide richtingen";"LINESTRING(4.9413985 52.3479820,4.9411444 52.3481114,4.9409586 52.3481565)";"LINESTRING(52.3479820 4.9413985,52.3481114 4.9411444,52.3481565 4.9409586)";4.94118355;52.34806225;NA
3065;"ROOD";"1. Oost 5 - H";"OK";"Tussen Kruislaan en Finsenstraat, in beide richtingen";"LINESTRING(4.9407126 52.3483003,4.9407897 52.3482532)";"LINESTRING(52.3483003 4.9407126,52.3482532 4.9407897)";4.94075615;52.34826975;NA
3067;"BLAUW";"1. Centrum 1 - C2";"OK";"Haarlemmer Houttuinen, spoorzijde, tussen Buiten Brouwersstraat en Tussen de Bogen";"LINESTRING(4.8919296 52.3814771,4.8918196 52.3815426,4.8915272 52.3816736,4.8910686 52.3818733,4.8906501 52.3820698,4.8900037 52.3823710,4.8894217 52.3826281,4.8888853 52.3828507,4.8884427 52.3830488)";"LINESTRING(52.3814771 4.8919296,52.3815426 4.8918196,52.3816736 4.8915272,52.3818733 4.8910686,52.3820698 4.8906501,52.3823710 4.8900037,52.3826281 4.8894217,52.3828507 4.8888853,52.3830488 4.8884427)";4.89019115;52.38225595;NA
3068;"BLAUW";"1. Centrum 1 - C1";"OK";"Haarlemmer Houttuinen, oneven zijde, tussen huisnummer 489 en Buiten Brouwersstraat";"LINESTRING(4.8916175 52.3812598,4.8916028 52.3813007,4.8915223 52.3814047,4.8914861 52.3814333,4.8914365 52.3814562,4.8912943 52.3815160,4.8911669 52.3815766,4.8907150 52.3818140,4.8903891 52.3819867,4.8901088 52.3821283,4.8898352 52.3822642,4.8894825 52.3824271,4.8891834 52.3825532,4.8889179 52.3826645,4.8887181 52.3827488,4.8885424 52.3828200,4.8883919 52.3828671,4.8882556 52.3829214,4.8881275 52.3829782,4.8879691 52.3830607,4.8877166 52.3832133,4.8875997 52.3832921,4.8875420 52.3833327,4.8874950 52.3833758)";"LINESTRING(52.3812598 4.8916175,52.3813007 4.8916028,52.3814047 4.8915223,52.3814333 4.8914861,52.3814562 4.8914365,52.3815160 4.8912943,52.3815766 4.8911669,52.3818140 4.8907150,52.3819867 4.8903891,52.3821283 4.8901088,52.3822642 4.8898352,52.3824271 4.8894825,52.3825532 4.8891834,52.3826645 4.8889179,52.3827488 4.8887181,52.3828200 4.8885424,52.3828671 4.8883919,52.3829214 4.8882556,52.3829782 4.8881275,52.3830607 4.8879691,52.3832133 4.8877166,52.3832921 4.8875997,52.3833327 4.8875420,52.3833758 4.8874950)";4.88956125;52.3823108;NA
3070;"BLAUW";"1. Centrum 1 - R2";"OK";"Marnixstraat, oostzijde, ter hoogte van Rozengracht";"LINESTRING(4.8759565 52.3723612,4.8759639 52.3725028)";"LINESTRING(52.3723612 4.8759565,52.3725028 4.8759639)";4.8759652;52.372425;NA
3071;"BLAUW";"1. Centrum 2 - D";"OK";"Hekelveld, even zijde, tussen huisnummer 8 en Kattengat";"LINESTRING(4.8944419 52.3774193,4.8946280 52.3774945,4.8949948 52.3776239,4.8950840 52.3776509,4.8954105 52.3777242)";"LINESTRING(52.3774193 4.8944419,52.3774945 4.8946280,52.3776239 4.8949948,52.3776509 4.8950840,52.3777242 4.8954105)";4.8949312;52.37756475;NA
